Assets/_Temp/FrontUI.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase5Grade_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase5Grade2_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase5Grade3_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBase5Grade4_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBaseLGrade_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBaseLGrade2_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBaseLGrade3_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBaseLGrade4_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/DirectAtlas/CardOpenBaseLGrade5_PRE.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/Effect/CardBaseEffect.prefab: nativeWidgets=0; missingScripts=1
Assets/ResourcesBundle/Effect/Effect15.prefab: nativeWidgets=0; missingScripts=3
Assets/ResourcesBundle/Effect/fireExplosion_5grade.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/Effect/hitEffect2Base.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/Effect/iceBallBase.prefab: nativeWidgets=0; missingScripts=1
Assets/ResourcesBundle/Effect/LevelupTargetEffect.prefab: nativeWidgets=0; missingScripts=2
Assets/ResourcesBundle/Effect/pf_vfx-ult_demo_psys_loop_ultima.prefab: nativeWidgets=0; missingScripts=2
Assets/ResourcesBundle/Effect/pf_vfx-ult_demo_psys_loop_warpGate.prefab: nativeWidgets=0; missingScripts=2
Assets/ResourcesBundle/NoneBundle/SpineAnimation/lobbyChracater.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/NoneBundle/SpineAnimation/pitcherCharater.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/NoneBundle/SpineAnimation/rankCharacter.prefab: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/AppointScoutItem.prefab: nativeWidgets=3; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/BitMapFont.prefab: nativeWidgets=4; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/BitMapFontConverter.prefab: nativeWidgets=4; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/DRecordHitterCell.prefab: nativeWidgets=20; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/DRecordHitterTableCell.prefab: nativeWidgets=19; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/DRecordPitcherCell.prefab: nativeWidgets=20; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/DRecordPitcherTableCell.prefab: nativeWidgets=19; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/DRecordTitleCell.prefab: nativeWidgets=2; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/FlashPanel.prefab: nativeWidgets=1; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/GearMaterialCell.prefab: nativeWidgets=2; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/GearSlot.prefab: nativeWidgets=5; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/GearSlot_L.prefab: nativeWidgets=4; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/GearSlot_S.prefab: nativeWidgets=5; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/GoodsSlot_Consumable.prefab: nativeWidgets=6; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/GoodsSlot_Gold_L.prefab: nativeWidgets=6; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/GoodsSlot_Gold_S.prefab: nativeWidgets=6; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/GoodsSlot_Pack.prefab: nativeWidgets=12; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/GoodsSlot_Ruby.prefab: nativeWidgets=9; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/GrowMaterialCardCell.prefab: nativeWidgets=4; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/HOFCell.prefab: nativeWidgets=13; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/InitTeamItem.prefab: nativeWidgets=0; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/InventoryCell.prefab: nativeWidgets=6; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/ItemSlot_L.prefab: nativeWidgets=4; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/ItemSlot_S.prefab: nativeWidgets=8; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/LeagueRaceRankingCell.prefab: nativeWidgets=8; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/LeagueRaceScheduleCell.prefab: nativeWidgets=33; missingScripts=5
Assets/ResourcesBundle/Prefabs/Items/LiveMatchCell.prefab: nativeWidgets=31; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/LogoCell.prefab: nativeWidgets=1; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/MailItemCell.prefab: nativeWidgets=8; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/MissionCell.prefab: nativeWidgets=18; missingScripts=3
Assets/ResourcesBundle/Prefabs/Items/MissionDay_Cell.prefab: nativeWidgets=15; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/MissionLong_Cell.prefab: nativeWidgets=15; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/PlayerCardBig.prefab: nativeWidgets=18; missingScripts=3
Assets/ResourcesBundle/Prefabs/Items/PlayerCardMini.prefab: nativeWidgets=9; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/PlayerCardSmall.prefab: nativeWidgets=20; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/PlayerRecordCell.prefab: nativeWidgets=31; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/PostTitleCell.prefab: nativeWidgets=2; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/RankCell.prefab: nativeWidgets=13; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/RankChanceRewardCell.prefab: nativeWidgets=6; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/RankGradecell.prefab: nativeWidgets=5; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/RankGradeRewardItemCell.prefab: nativeWidgets=18; missingScripts=5
Assets/ResourcesBundle/Prefabs/Items/RankingCell.prefab: nativeWidgets=7; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/RankRecordcell.prefab: nativeWidgets=16; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/RankRewardItemCell.prefab: nativeWidgets=17; missingScripts=5
Assets/ResourcesBundle/Prefabs/Items/RankVSItem.prefab: nativeWidgets=16; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/RecordCell.prefab: nativeWidgets=60; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/ReleaseCell.prefab: nativeWidgets=17; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/ScheduleCell.prefab: nativeWidgets=25; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/ScheduleCell2.prefab: nativeWidgets=20; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/ScoreBitmap.prefab: nativeWidgets=9; missingScripts=4
Assets/ResourcesBundle/Prefabs/Items/SeasonPostCell.prefab: nativeWidgets=24; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/SeasonTeamLineUpCell.prefab: nativeWidgets=25; missingScripts=6
Assets/ResourcesBundle/Prefabs/Items/ShopBannerCell.prefab: nativeWidgets=1; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/ShopCouponcell.prefab: nativeWidgets=13; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/ShopItemCell.prefab: nativeWidgets=10; missingScripts=4
Assets/ResourcesBundle/Prefabs/Items/SkillChangeCell.prefab: nativeWidgets=4; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/SkillPoolCell.prefab: nativeWidgets=1; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/SkillSlot.prefab: nativeWidgets=4; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/SynergeActivePlayerCell.prefab: nativeWidgets=0; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/SynergyCell.prefab: nativeWidgets=9; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/TeamCreateItem.prefab: nativeWidgets=3; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/TeamLineUpCell.prefab: nativeWidgets=13; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/TeamListCell.prefab: nativeWidgets=25; missingScripts=5
Assets/ResourcesBundle/Prefabs/Items/TeamPlayerTotalAbProgress.prefab: nativeWidgets=7; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/TeamRecordCell.prefab: nativeWidgets=24; missingScripts=0
Assets/ResourcesBundle/Prefabs/Items/TrainingPlayerItem.prefab: nativeWidgets=2; missingScripts=2
Assets/ResourcesBundle/Prefabs/Items/TrophySlot.prefab: nativeWidgets=4; missingScripts=1
Assets/ResourcesBundle/Prefabs/Items/WalkoffPlayCell.prefab: nativeWidgets=21; missingScripts=3
Assets/ResourcesBundle/Prefabs/Items/WindowRemoteMenu.prefab: nativeWidgets=9; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/DR_CardGradeUp.prefab: nativeWidgets=33; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/DR_CardOpen.prefab: nativeWidgets=42; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/DR_CardReinforce.prefab: nativeWidgets=18; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_Friend.prefab: nativeWidgets=49; missingScripts=18
Assets/ResourcesBundle/Prefabs/UI/UI_InGame.prefab: nativeWidgets=4; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_Loading.prefab: nativeWidgets=4; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_Lobby.prefab: nativeWidgets=167; missingScripts=16
Assets/ResourcesBundle/Prefabs/UI/UI_Mission.prefab: nativeWidgets=17; missingScripts=8
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_Acqusition.prefab: nativeWidgets=279; missingScripts=48
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_CardDetail.prefab: nativeWidgets=309; missingScripts=75
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_FriendTeamInfo.prefab: nativeWidgets=35; missingScripts=6
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_GachaTeamSelect.prefab: nativeWidgets=47; missingScripts=11
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_PostSeasonSchedule.prefab: nativeWidgets=48; missingScripts=14
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_SeasonRecord.prefab: nativeWidgets=64; missingScripts=28
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_SeasonSchedule.prefab: nativeWidgets=10; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_SeasonTeamInfo.prefab: nativeWidgets=31; missingScripts=6
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_Shopbuy.prefab: nativeWidgets=12; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_ShopBuybyCash.prefab: nativeWidgets=9; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_ShopBuyConfirm.prefab: nativeWidgets=13; missingScripts=2
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_Shopcard.prefab: nativeWidgets=24; missingScripts=0
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_ShopCoupon.prefab: nativeWidgets=20; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_ShopNotEnough.prefab: nativeWidgets=9; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_TeamInfo.prefab: nativeWidgets=173; missingScripts=20
Assets/ResourcesBundle/Prefabs/UI/UI_Popup_Teamlist.prefab: nativeWidgets=14; missingScripts=5
Assets/ResourcesBundle/Prefabs/UI/UI_PopupAppointScout.prefab: nativeWidgets=48; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_PopupDirectComplete.prefab: nativeWidgets=38; missingScripts=6
Assets/ResourcesBundle/Prefabs/UI/UI_PopupInstancePlay.prefab: nativeWidgets=5; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_PopupItemSell.prefab: nativeWidgets=26; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_PopupLiveMatchSerching.prefab: nativeWidgets=16; missingScripts=4
Assets/ResourcesBundle/Prefabs/UI/UI_PopupMailResult.prefab: nativeWidgets=6; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_PopupPlayerRelease.prefab: nativeWidgets=83; missingScripts=5
Assets/ResourcesBundle/Prefabs/UI/UI_PopupRandomScout.prefab: nativeWidgets=269; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_PopupRecord.prefab: nativeWidgets=83; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_PopupSchedule.prefab: nativeWidgets=260; missingScripts=15
Assets/ResourcesBundle/Prefabs/UI/UI_PopupSkillExplain.prefab: nativeWidgets=3; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_PopupSynergy.prefab: nativeWidgets=41; missingScripts=5
Assets/ResourcesBundle/Prefabs/UI/UI_PopupTeamBox.prefab: nativeWidgets=57; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_PopupTicketUse.prefab: nativeWidgets=44; missingScripts=6
Assets/ResourcesBundle/Prefabs/UI/UI_PopupTrainingResult.prefab: nativeWidgets=17; missingScripts=1
Assets/ResourcesBundle/Prefabs/UI/UI_RankingPopup.prefab: nativeWidgets=56; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_RankReady.prefab: nativeWidgets=123; missingScripts=7
Assets/ResourcesBundle/Prefabs/UI/UI_SeasonDetailRecord.prefab: nativeWidgets=445; missingScripts=5
Assets/ResourcesBundle/Prefabs/UI/UI_SeasonReady.prefab: nativeWidgets=67; missingScripts=11
Assets/ResourcesBundle/Prefabs/UI/UI_SelectTrainingPlayer.prefab: nativeWidgets=45; missingScripts=4
Assets/ResourcesBundle/Prefabs/UI/UI_Shop.prefab: nativeWidgets=45; missingScripts=5
Assets/ResourcesBundle/Prefabs/UI/UI_SkillChange.prefab: nativeWidgets=47; missingScripts=9
Assets/ResourcesBundle/Prefabs/UI/UI_TeamCreate.prefab: nativeWidgets=54; missingScripts=16
Assets/ResourcesBundle/Prefabs/UI/UI_TeamCreateConfirm.prefab: nativeWidgets=16; missingScripts=4
Assets/ResourcesBundle/Prefabs/UI/UI_TeamLineUp.prefab: nativeWidgets=357; missingScripts=75
Assets/ResourcesBundle/Prefabs/UI/UI_TeamManage.prefab: nativeWidgets=231; missingScripts=19
Assets/ResourcesBundle/Prefabs/UI/UI_TrophyCombine.prefab: nativeWidgets=55; missingScripts=10
Assets/ResourcesBundle/Prefabs/UI/UI_WindowCardGradeup.prefab: nativeWidgets=97; missingScripts=5
Assets/ResourcesBundle/Prefabs/UI/UI_WindowCardLevelup.prefab: nativeWidgets=122; missingScripts=5
Assets/ResourcesBundle/Prefabs/UI/UI_WindowCardReinforce.prefab: nativeWidgets=75; missingScripts=4
Assets/ResourcesBundle/Prefabs/UI/UI_WindowGearChange.prefab: nativeWidgets=40; missingScripts=4
Assets/ResourcesBundle/Prefabs/UI/UI_WindowGearEquip.prefab: nativeWidgets=27; missingScripts=5
Assets/ResourcesBundle/Prefabs/UI/UI_WindowGearReinforce.prefab: nativeWidgets=55; missingScripts=6
Assets/ResourcesBundle/Prefabs/UI/UI_WindowInventory.prefab: nativeWidgets=64; missingScripts=10
Assets/ResourcesBundle/Prefabs/UI/UI_WindowLeagueRace.prefab: nativeWidgets=120; missingScripts=13
Assets/ResourcesBundle/Prefabs/UI/UI_WindowLiveMatch.prefab: nativeWidgets=69; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_WindowMailBox.prefab: nativeWidgets=11; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_WindowPlayerGrow.prefab: nativeWidgets=99; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_WindowScout.prefab: nativeWidgets=45; missingScripts=3
Assets/ResourcesBundle/Prefabs/UI/UI_WindowTrade.prefab: nativeWidgets=80; missingScripts=4
Assets/ResourcesBundle/Prefabs/UI/UI_WindowTraining.prefab: nativeWidgets=117; missingScripts=9
Assets/ResourcesBundle/Prefabs/UI/UI_WindowWalkoffPlay.prefab: nativeWidgets=74; missingScripts=7
Assets/ResourcesBundle/Scene/BallPlay.unity: nativeWidgets=0; missingScripts=0
Assets/ResourcesBundle/Scene/BallPlayShadow.unity: nativeWidgets=6; missingScripts=1
Assets/ResourcesBundle/Scene/Lobby.unity: nativeWidgets=0; missingScripts=1
Assets/Scenes/Logo.unity: nativeWidgets=0; missingScripts=0
Assets/Scenes/MainLobby.unity: nativeWidgets=0; missingScripts=0
Assets/Scenes/NicknameScene.unity: nativeWidgets=0; missingScripts=0
Assets/Scenes/SampleScene.unity: nativeWidgets=0; missingScripts=0
Assets/Scenes/Test.unity: nativeWidgets=3; missingScripts=0
Assets/Scenes/TestField/JsonTester.unity: nativeWidgets=0; missingScripts=0
Assets/Scenes/TutorialScene.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Prefabs/Text Popup.prefab: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Prefabs/TextMeshPro - Prefab 1.prefab: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Prefabs/TextMeshPro - Prefab 2.prefab: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/01-  Single Line TextMesh Pro.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/02 - Multi-line TextMesh Pro.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/03 - Line Justification.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/04 - Word Wrapping.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/05 - Style Tags.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/06 - Extra Rich Text Examples.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/07 - Superscript & Subscript Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/08 - Improved Text Alignment.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/09 - Margin Tag Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/10 - Bullets & Numbered List Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/11 - The Style Tag.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/12 - Link Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/12a - Text Interactions.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/13 - Soft Hyphenation.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/14 - Multi Font & Sprites.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/15 - Inline Graphics & Sprites.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/16 - Linked text overflow mode example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/17 - Old Computer Terminal.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/18 - ScrollRect & Masking & Layout.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/19 - Masking Texture & Soft Mask.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/20 - Input Field with Scrollbar.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/21 - Script Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/22 - Basic Scripting Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/23 - Animating Vertex Attributes.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/24 - Surface Shader Example URP.unity: nativeWidgets=0; missingScripts=10
Assets/TextMesh Pro/Examples & Extras/Scenes/24 - Surface Shader Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/25 - Sunny Days Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/26 - Dropdown Placeholder Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/27 - Double Pass Shader Example.unity: nativeWidgets=0; missingScripts=0
Assets/TextMesh Pro/Examples & Extras/Scenes/28 - HDRP Shader Example.unity: nativeWidgets=0; missingScripts=7
Assets/TextMesh Pro/Examples & Extras/Scenes/Benchmark (Floating Text).unity: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/_PrefabsPanel_Buttons.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn ↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_Blue.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_BlueGray.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_Gray.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_Green.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_Orange.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_Purple.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_Red.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_Sky.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_White.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton_Yellow.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_MainButton-Group-.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Circle01_d.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Circle01_n.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Circle02.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Hexagon01_Blue.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Hexagon01_Red.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Polygon01.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Polygon02.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_SideButton01_Left.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_SideButton02_Right.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square01_Blue.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square01_Yellow.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square02.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square03_Blue.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square03_Purple.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square04.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square05.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square06.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square07.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Buttons/Btn_OtherButton_Square08.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Frames/_PrefabsPanel_BarFrames.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Frames/_PrefabsPanel_CardFrames.prefab: nativeWidgets=0; missingScripts=0
Assets/ThirdParty/GUI PRO Kit - Casual Game/Prefabs/Prefabs_Component_Frames/_PrefabsPanel_ItemFrames.prefab: nativeWidgets=0; missingScripts=0
